timestamp,signal_mV
00:00:01,131.910156
00:00:02,131.544678
00:00:03,131.349365
00:00:04,131.024658
00:00:05,130.67627
00:00:06,130.178467
00:00:07,129.815186
00:00:08,129.428223
00:00:09,128.821533
00:00:10,128.338867
00:00:11,128.061035
00:00:12,127.945068
00:00:13,127.633057
00:00:14,127.391357
00:00:15,127.103027
00:00:16,126.858643
00:00:17,126.673096
00:00:18,126.514648
00:00:19,126.406006
00:00:20,126.341553
00:00:21,126.177002
00:00:22,125.955322
00:00:23,125.717773
00:00:24,125.453125
00:00:25,125.126709
00:00:26,124.80957
00:00:27,124.399414
00:00:28,123.971191
00:00:29,123.531006
00:00:30,123.233643
00:00:31,123.114502
00:00:32,122.978027
00:00:33,122.843018
00:00:34,122.536865
00:00:35,122.235107
00:00:36,121.943848
00:00:37,121.944092
00:00:38,122.457031
00:00:39,122.993164
00:00:40,122.880615
00:00:41,122.522949
00:00:42,122.442383
00:00:43,122.567871
00:00:44,122.773926
00:00:45,123.104004
00:00:46,123.600342
00:00:47,123.999756
00:00:48,124.409912
00:00:49,124.591797
00:00:50,124.710937
00:00:51,124.60791
00:00:52,124.361572
00:00:53,124.277832
00:00:54,124.14624
00:00:55,124.099365
00:00:56,124.049316
00:00:57,123.979004
00:00:58,123.864258
00:00:59,123.551514
00:01:00,123.342041
00:01:01,123.502441
00:01:02,124.009033
00:01:03,124.334961
00:01:04,124.569824
00:01:05,124.863037
00:01:06,124.898682
00:01:07,124.417969
00:01:08,124.036621
00:01:09,123.93457
00:01:10,124.645508
00:01:11,125.057129
00:01:12,124.941406
00:01:13,124.943115
00:01:14,124.9104
00:01:15,124.975586
00:01:16,124.980957
00:01:17,125.01416
00:01:18,125.096436
00:01:19,125.143311
00:01:20,125.115723
00:01:21,124.912109
00:01:22,124.759766
00:01:23,124.749023
00:01:24,124.700928
00:01:25,124.680908
00:01:26,124.731689
00:01:27,124.597656
00:01:28,124.543945
00:01:29,124.515137
00:01:30,124.457031
00:01:31,124.411377
00:01:32,124.310059
00:01:33,124.070312
00:01:34,123.878906
00:01:35,123.572021
00:01:36,123.508057
00:01:37,123.988525
00:01:38,124.390137
00:01:39,124.67749
00:01:40,125.164062
00:01:41,125.115967
00:01:42,125.326416
00:01:43,125.304199
00:01:44,125.021973
00:01:45,124.923584
00:01:46,124.949707
00:01:47,124.957764
00:01:48,124.782959
00:01:49,124.659424
00:01:50,124.816406
00:01:51,124.902588
00:01:52,124.831787
00:01:53,124.88208
00:01:54,124.824463
00:01:55,124.577637
00:01:56,124.435791
00:01:57,124.532959
00:01:58,124.741211
00:01:59,125.146484
00:02:00,125.691406
00:02:01,126.24585
00:02:02,126.942871
00:02:03,127.375732
00:02:04,127.347656
00:02:05,127.109131
00:02:06,127.925293
00:02:07,128.491699
00:02:08,128.476074
00:02:09,128.297852
00:02:10,127.93457
00:02:11,127.613281
00:02:12,127.515137
00:02:13,127.264648
00:02:14,127.365723
00:02:15,127.799316
00:02:16,128.56958
00:02:17,129.19751
00:02:18,129.558838
00:02:19,129.647949
00:02:20,129.689209
00:02:21,130.019043
00:02:22,130.416504
00:02:23,131.393799
00:02:24,131.439209
00:02:25,131.353271
00:02:26,131.132812
00:02:27,130.822021
00:02:28,130.504395
00:02:29,130.206543
00:02:30,129.887939
00:02:31,129.590088
00:02:32,129.311768
00:02:33,128.984619
00:02:34,128.692383
00:02:35,128.345459
00:02:36,128.061279
00:02:37,127.755615
00:02:38,127.484863
00:02:39,127.202148
00:02:40,126.904297
00:02:41,126.637451
00:02:42,126.345947
00:02:43,126.073486
00:02:44,125.782227
00:02:45,125.487061
00:02:46,125.175781
00:02:47,124.896729
00:02:48,124.59375
00:02:49,124.352539
00:02:50,124.049561
00:02:51,123.789551
00:02:52,123.48291
00:02:53,123.212646
00:02:54,122.909668
00:02:55,122.685059
00:02:56,122.396973
00:02:57,122.178955
00:02:58,121.911621
00:02:59,121.626465
00:03:00,121.373291
00:03:01,121.160645
00:03:02,120.869629
00:03:03,120.677246
00:03:04,120.4375
00:03:05,120.193359
00:03:06,119.960937
00:03:07,119.718018
00:03:08,119.468506
00:03:09,119.244873
00:03:10,119.007812
00:03:11,118.7854
00:03:12,118.580566
00:03:13,118.349854
00:03:14,118.166016
00:03:15,117.995117
00:03:16,117.793945
00:03:17,117.607666
00:03:18,117.363525
00:03:19,117.208008
00:03:20,117.055176
00:03:21,116.86792
00:03:22,116.633057
00:03:23,116.497803
00:03:24,116.481934
00:03:25,116.426758
00:03:26,116.33667
00:03:27,116.19873
00:03:28,116.042725
00:03:29,115.916748
00:03:30,115.7771
00:03:31,115.678223
00:03:32,115.483887
00:03:33,115.243164
00:03:34,115.028076
00:03:35,114.822266
00:03:36,114.62793
00:03:37,114.407227
00:03:38,114.230225
00:03:39,114.039551
00:03:40,113.880127
00:03:41,113.674561
00:03:42,113.532715
00:03:43,113.395996
00:03:44,113.192383
00:03:45,112.985107
00:03:46,112.810791
00:03:47,112.58667
00:03:48,112.409668
00:03:49,112.23999
00:03:50,112.052002
00:03:51,111.835449
00:03:52,111.658936
00:03:53,111.446777
00:03:54,111.237305
00:03:55,111.055908
00:03:56,110.8479
00:03:57,110.662109
00:03:58,110.47876
00:03:59,110.304199
00:04:00,110.113525
00:04:01,109.894043
00:04:02,109.726318
00:04:03,109.550781
00:04:04,109.460449
00:04:05,109.301025
00:04:06,109.13623
00:04:07,108.976562
00:04:08,108.778076
00:04:09,108.603516
00:04:10,108.526367
00:04:11,108.43335
00:04:12,108.322266
00:04:13,108.179443
00:04:14,108.053223
00:04:15,107.887451
00:04:16,107.725586
00:04:17,107.632812
00:04:18,107.482178
00:04:19,107.304443
00:04:20,107.131592
00:04:21,106.987061
00:04:22,106.804932
00:04:23,106.634521
00:04:24,106.542725
00:04:25,106.338135
00:04:26,106.144775
00:04:27,106.009766
00:04:28,105.842285
00:04:29,105.647705
00:04:30,105.483398
00:04:31,105.30835
00:04:32,105.121338
00:04:33,104.949219
00:04:34,104.799072
00:04:35,104.644775
00:04:36,104.481445
00:04:37,104.31665
00:04:38,104.13623
00:04:39,103.979004
00:04:40,103.804932
00:04:41,103.64209
00:04:42,103.493896
00:04:43,103.37793
00:04:44,103.265137
00:04:45,103.131836
00:04:46,103.010742
00:04:47,102.87085
00:04:48,102.75
00:04:49,102.597656
00:04:50,102.473389
00:04:51,102.322754
00:04:52,102.166992
00:04:53,102.060303
00:04:54,101.929443
00:04:55,101.821533
00:04:56,101.678711
00:04:57,101.524902
00:04:58,101.37793
00:04:59,101.279053
00:05:00,101.182617
00:05:01,101.074951
00:05:02,100.940186
00:05:03,100.858643
00:05:04,100.733154
00:05:05,100.594727
00:05:06,100.440186
00:05:07,100.325439
00:05:08,100.175537
00:05:09,100.037109
00:05:10,99.906006
00:05:11,99.778076
00:05:12,99.685547
00:05:13,99.564453
00:05:14,99.444824
00:05:15,99.335937
00:05:16,99.180176
00:05:17,99.130127
00:05:18,99.005127
00:05:19,98.912598
00:05:20,98.7771
00:05:21,98.700928
00:05:22,98.586426
00:05:23,98.505615
00:05:24,98.387939
00:05:25,98.347168
00:05:26,98.302002
00:05:27,98.235107
00:05:28,98.150879
00:05:29,98.039795
00:05:30,97.908447
00:05:31,97.820557
00:05:32,97.754883
00:05:33,97.66333
00:05:34,97.559082
00:05:35,97.508301
00:05:36,97.449219
00:05:37,97.386719
00:05:38,97.326416
00:05:39,97.197266
00:05:40,97.040527
00:05:41,97.00415
00:05:42,97.012939
00:05:43,97.063477
00:05:44,97.103516
00:05:45,97.086182
00:05:46,97.074951
00:05:47,97.039551
00:05:48,97.0625
00:05:49,97.072998
00:05:50,97.083496
00:05:51,97.073486
00:05:52,97.032959
00:05:53,96.945801
00:05:54,96.834717
00:05:55,96.828857
00:05:56,96.933838
00:05:57,96.98877
00:05:58,96.995117
00:05:59,97.0896
00:06:00,97.198975
00:06:01,97.253662
00:06:02,97.339844
00:06:03,97.353271
00:06:04,97.279541
00:06:05,97.196777
00:06:06,97.106689
00:06:07,97.032227
00:06:08,96.943604
00:06:09,96.913818
00:06:10,96.782715
00:06:11,96.688232
00:06:12,96.594482
00:06:13,96.513428
00:06:14,96.452637
00:06:15,96.349365
00:06:16,96.205566
00:06:17,96.100342
00:06:18,96.045654
00:06:19,95.978516
00:06:20,95.911377
00:06:21,95.885986
00:06:22,95.85083
00:06:23,95.803467
00:06:24,95.739502
00:06:25,95.682617
00:06:26,95.632324
00:06:27,95.533203
00:06:28,95.482666
00:06:29,95.397461
00:06:30,95.327637
00:06:31,95.277344
00:06:32,95.317871
00:06:33,95.311279
00:06:34,95.29126
00:06:35,95.241211
00:06:36,95.184082
00:06:37,95.153076
00:06:38,95.104492
00:06:39,95.074463
00:06:40,95.025879
00:06:41,95.003662
00:06:42,94.963867
00:06:43,94.927734
00:06:44,94.869629
00:06:45,94.77417
00:06:46,94.727295
00:06:47,94.676758
00:06:48,94.578857
00:06:49,94.589355
00:06:50,94.510742
00:06:51,94.452881
00:06:52,94.419189
00:06:53,94.417725
00:06:54,94.41626
00:06:55,94.38501
00:06:56,94.399902
00:06:57,94.38916
00:06:58,94.413818
00:06:59,94.419189
00:07:00,94.439209
00:07:01,94.46167
00:07:02,94.498535
00:07:03,94.48999
00:07:04,94.469971
00:07:05,94.459961
00:07:06,94.471924
00:07:07,94.465576
00:07:08,94.469727
00:07:09,94.419189
00:07:10,94.431152
00:07:11,94.409668
00:07:12,94.39209
00:07:13,94.427734
00:07:14,94.427734
00:07:15,94.479004
00:07:16,94.505371
00:07:17,94.634277
00:07:18,94.755371
00:07:19,94.848877
00:07:20,94.917236
00:07:21,94.974365
00:07:22,95.012451
00:07:23,95.005127
00:07:24,95.026123
00:07:25,95.07373
00:07:26,95.107666
00:07:27,95.170654
00:07:28,95.197266
00:07:29,95.236084
00:07:30,95.220215
00:07:31,95.230225
00:07:32,95.247559
00:07:33,95.276367
00:07:34,95.307861
00:07:35,95.343018
00:07:36,95.374512
00:07:37,95.442139
00:07:38,95.455322
00:07:39,95.4104
00:07:40,95.323242
00:07:41,95.270996
00:07:42,95.185303
00:07:43,95.104004
00:07:44,95.07373
00:07:45,95.054687
00:07:46,94.976562
00:07:47,94.941895
00:07:48,94.891602
00:07:49,94.874756
00:07:50,94.866943
00:07:51,94.929443
00:07:52,95.003418
00:07:53,95.073242
00:07:54,95.157959
00:07:55,95.276367
00:07:56,95.3479
00:07:57,95.491943
00:07:58,95.622559
00:07:59,95.818848
00:08:00,96.02417
00:08:01,96.189209
00:08:02,96.343262
00:08:03,96.433594
00:08:04,96.544434
00:08:05,96.65332
00:08:06,96.694336
00:08:07,96.713867
00:08:08,96.75708
00:08:09,96.796875
00:08:10,96.824463
00:08:11,96.832031
00:08:12,96.786621
00:08:13,96.735596
00:08:14,96.664062
00:08:15,96.644531
00:08:16,96.593262
00:08:17,96.588135
00:08:18,96.599609
00:08:19,96.522949
00:08:20,96.474121
00:08:21,96.409424
00:08:22,96.356201
00:08:23,96.303711
00:08:24,96.224121
00:08:25,96.18457
00:08:26,96.121582
00:08:27,96.061768
00:08:28,95.98877
00:08:29,95.926514
00:08:30,95.866943
00:08:31,95.797607
00:08:32,95.773926
00:08:33,95.705078
00:08:34,95.642822
00:08:35,95.649414
00:08:36,95.634277
00:08:37,95.63916
00:08:38,95.680176
00:08:39,95.708984
00:08:40,95.738525
00:08:41,95.784424
00:08:42,95.851807
00:08:43,95.919678
00:08:44,95.947021
00:08:45,95.980713
00:08:46,96.018311
00:08:47,96.080566
00:08:48,96.222412
00:08:49,96.362793
00:08:50,96.477783
00:08:51,96.564941
00:08:52,96.636963
00:08:53,96.716797
00:08:54,96.839355
00:08:55,96.867676
00:08:56,96.97583
00:08:57,97.127197
00:08:58,97.279053
00:08:59,97.407227
00:09:00,97.573975
00:09:01,97.714844
00:09:02,97.9375
00:09:03,98.128906
00:09:04,98.344238
00:09:05,98.569824
00:09:06,98.722412
00:09:07,98.959961
00:09:08,99.214355
00:09:09,99.447266
00:09:10,99.608643
00:09:11,99.79248
00:09:12,99.969482
00:09:13,100.139648
00:09:14,100.292969
00:09:15,100.444824
00:09:16,100.595703
00:09:17,100.775879
00:09:18,100.841797
00:09:19,100.935059
00:09:20,101.020508
00:09:21,101.089111
00:09:22,101.169189
00:09:23,101.261475
00:09:24,101.395752
00:09:25,101.516602
00:09:26,101.606445
00:09:27,101.749512
00:09:28,101.916748
00:09:29,102.101807
00:09:30,102.26709
00:09:31,102.488037
00:09:32,102.738525
00:09:33,102.999268
00:09:34,103.436279
00:09:35,103.876709
00:09:36,104.320557
00:09:37,104.759033
00:09:38,105.243652
00:09:39,105.637695
00:09:40,105.947021
00:09:41,106.476074
00:09:42,106.858643
00:09:43,107.298096
00:09:44,107.852295
00:09:45,108.260498
00:09:46,108.630127
00:09:47,108.862305
00:09:48,109.147949
00:09:49,109.245117
00:09:50,109.443604
00:09:51,109.578125
00:09:52,109.687256
00:09:53,109.845947
00:09:54,110.040283
00:09:55,110.238525
00:09:56,110.357178
00:09:57,110.50293
00:09:58,110.577881
00:09:59,110.583496
00:10:00,110.487549
00:10:01,110.508545
00:10:02,110.688232
00:10:03,110.970947
00:10:04,111.23999
00:10:05,111.529297
00:10:06,111.763184
00:10:07,112.035645
00:10:08,112.332764
00:10:09,112.874023
00:10:10,113.515137
00:10:11,113.87085
00:10:12,114.143066
00:10:13,114.354736
00:10:14,114.5896
00:10:15,114.756592
00:10:16,114.834473
00:10:17,114.881348
00:10:18,114.871094
00:10:19,114.884766
00:10:20,114.827148
00:10:21,114.758545
00:10:22,114.683838
00:10:23,114.601074
00:10:24,114.515625
00:10:25,114.488281
00:10:26,114.4375
00:10:27,114.311523
00:10:28,114.277344
00:10:29,114.339355
00:10:30,114.427002
00:10:31,114.505615
00:10:32,114.49585
00:10:33,114.499756
00:10:34,114.461426
00:10:35,114.415771
00:10:36,114.387207
00:10:37,114.389893
00:10:38,114.427002
00:10:39,114.538574
00:10:40,114.632324
00:10:41,114.67627
00:10:42,114.721191
00:10:43,114.763672
00:10:44,114.916504
00:10:45,115.096924
00:10:46,115.275146
00:10:47,115.450439
00:10:48,115.589844
00:10:49,115.775391
00:10:50,115.993164
00:10:51,116.093506
00:10:52,116.161865
00:10:53,116.174805
00:10:54,116.172852
00:10:55,116.264404
00:10:56,116.452148
00:10:57,116.65332
00:10:58,116.842285
00:10:59,116.966553
00:11:00,117.050293
00:11:01,117.184082
00:11:02,117.405273
00:11:03,117.54541
00:11:04,117.715088
00:11:05,117.827148
00:11:06,117.904785
00:11:07,117.922363
00:11:08,117.947998
00:11:09,117.925781
00:11:10,117.969971
00:11:11,118.128174
00:11:12,118.364014
00:11:13,118.4104
00:11:14,118.555176
00:11:15,118.984863
00:11:16,119.369873
00:11:17,119.601562
00:11:18,119.937256
00:11:19,120.284424
00:11:20,120.472168
00:11:21,120.50293
00:11:22,120.455566
00:11:23,120.39502
00:11:24,120.425049
00:11:25,120.482422
00:11:26,120.580811
00:11:27,120.66626
00:11:28,120.689941
00:11:29,120.663818
00:11:30,120.637695
00:11:31,120.661621
00:11:32,120.631592
00:11:33,120.630615
00:11:34,120.59082
00:11:35,120.530029
00:11:36,120.489014
00:11:37,120.456055
00:11:38,120.433105
00:11:39,120.374512
00:11:40,120.260742
00:11:41,120.147949
00:11:42,120.095703
00:11:43,120.13623
00:11:44,120.181152
00:11:45,120.161865
00:11:46,120.111084
00:11:47,120.043213
00:11:48,120.118164
00:11:49,120.224365
00:11:50,120.497803
00:11:51,120.684326
00:11:52,120.755859
00:11:53,120.830811
00:11:54,120.770752
00:11:55,120.822021
00:11:56,120.820312
00:11:57,120.878906
00:11:58,120.887207
00:11:59,120.86499
00:12:00,120.789551
00:12:01,120.720703
00:12:02,120.671387
00:12:03,120.590088
00:12:04,120.539062
00:12:05,120.455566
00:12:06,120.396484
00:12:07,120.38501
00:12:08,120.470459
00:12:09,120.60083
00:12:10,120.597168
00:12:11,120.665283
00:12:12,120.781738
00:12:13,120.823975
00:12:14,120.77832
00:12:15,120.784912
00:12:16,120.844727
00:12:17,120.915283
00:12:18,121.092529
00:12:19,121.335205
00:12:20,121.46167
00:12:21,121.717285
00:12:22,122.101318
00:12:23,122.384521
00:12:24,122.721436
00:12:25,123.025146
00:12:26,123.40918
00:12:27,123.686523
00:12:28,123.824219
00:12:29,123.861572
00:12:30,123.867676
00:12:31,123.882568
00:12:32,123.966309
00:12:33,124.038086
00:12:34,124.299805
00:12:35,124.715332
00:12:36,124.61792
00:12:37,124.669434
00:12:38,124.901855
00:12:39,125.525391
00:12:40,126.065674
00:12:41,126.443115
00:12:42,126.798096
00:12:43,127.156738
00:12:44,127.397705
00:12:45,127.45752
00:12:46,127.5625
00:12:47,127.616943
00:12:48,127.458008
00:12:49,127.189453
00:12:50,127.078369
00:12:51,127.129883
00:12:52,127.215332
00:12:53,127.398682
00:12:54,127.584473
00:12:55,127.787109
00:12:56,127.916748
00:12:57,128.05835
00:12:58,128.168457
00:12:59,128.334961
00:13:00,128.36499
00:13:01,128.273437
00:13:02,128.187256
00:13:03,128.485596
00:13:04,128.675049
00:13:05,128.677979
00:13:06,128.735596
00:13:07,128.798584
00:13:08,128.720459
00:13:09,128.846191
00:13:10,128.313965
00:13:11,128.602539
00:13:12,129.295654
00:13:13,130.043945
00:13:14,130.793945
00:13:15,131.561523
00:13:16,132.106201
00:13:17,132.642578
00:13:18,133.241455
00:13:19,133.437256
00:13:20,133.408936
00:13:21,133.263184
00:13:22,133.504395
00:13:23,134.143311
00:13:24,134.453125
00:13:25,134.616211
00:13:26,134.695312
00:13:27,134.830322
00:13:28,135.07959
00:13:29,135.364502
00:13:30,135.483887
00:13:31,135.410645
00:13:32,134.972412
00:13:33,134.863037
00:13:34,135.611572
00:13:35,136.693115
00:13:36,137.437744
00:13:37,137.878662
00:13:38,138.143311
00:13:39,138.33374
00:13:40,138.477539
00:13:41,138.605469
00:13:42,138.680664
00:13:43,138.658691
00:13:44,138.613525
00:13:45,138.419922
00:13:46,138.240479
00:13:47,138.042236
00:13:48,137.794434
00:13:49,137.59082
00:13:50,137.457764
00:13:51,137.221924
00:13:52,136.95752
00:13:53,136.77002
00:13:54,136.616455
00:13:55,136.414551
00:13:56,136.136475
00:13:57,135.861084
00:13:58,135.537354
00:13:59,135.157959
00:14:00,134.834473
00:14:01,134.540039
00:14:02,134.225098
00:14:03,133.970459
00:14:04,133.633545
00:14:05,133.293213
00:14:06,133.027588
00:14:07,132.760498
00:14:08,132.473389
00:14:09,132.197998
00:14:10,131.861084
00:14:11,131.542969
00:14:12,131.27002
00:14:13,130.995361
00:14:14,130.709717
00:14:15,130.418213
00:14:16,130.147461
00:14:17,129.901123
00:14:18,129.645996
00:14:19,129.37207
00:14:20,129.11084
00:14:21,128.841309
00:14:22,128.565918
00:14:23,128.319336
00:14:24,128.022949
00:14:25,127.747803
00:14:26,127.536621
00:14:27,127.288818
00:14:28,127.055664
00:14:29,126.814453
00:14:30,126.536621
00:14:31,126.282227
00:14:32,126.002441
00:14:33,125.735596
00:14:34,125.450439
00:14:35,125.139648
00:14:36,124.884277
00:14:37,124.677979
00:14:38,124.556396
00:14:39,124.416748
00:14:40,124.240234
00:14:41,124.029541
00:14:42,123.875488
00:14:43,123.705566
00:14:44,123.547119
00:14:45,123.356689
00:14:46,123.093994
00:14:47,122.82666
00:14:48,122.526123
00:14:49,122.217041
00:14:50,121.922119
00:14:51,121.613281
00:14:52,121.373047
00:14:53,121.19873
00:14:54,121.041748
00:14:55,120.816162
00:14:56,120.667969
00:14:57,120.440918
00:14:58,120.317383
00:14:59,120.191162
00:15:00,120.039795
00:15:01,119.901855
00:15:02,119.761963
00:15:03,119.618896
00:15:04,119.534912
00:15:05,119.408691
00:15:06,119.285889
00:15:07,119.147949
00:15:08,118.973633
00:15:09,118.7771
00:15:10,118.57666
00:15:11,118.406982
00:15:12,118.153076
00:15:13,117.922852
00:15:14,117.740723
00:15:15,117.588379
00:15:16,117.425781
00:15:17,117.255859
00:15:18,117.096924
00:15:19,116.955811
00:15:20,116.83667
00:15:21,116.698975
00:15:22,116.557861
00:15:23,116.477295
00:15:24,116.36084
00:15:25,116.227539
00:15:26,116.087646
00:15:27,115.865479
00:15:28,115.706299
00:15:29,115.591064
00:15:30,115.460693
00:15:31,115.367432
00:15:32,115.283936
00:15:33,115.237061
00:15:34,115.097168
00:15:35,114.923096
00:15:36,114.785645
00:15:37,114.605225
00:15:38,114.440918
00:15:39,114.507812
00:15:40,114.577148
00:15:41,114.531494
00:15:42,114.574951
00:15:43,114.530518
00:15:44,114.689697
00:15:45,114.729248
00:15:46,114.838135
00:15:47,114.9646
00:15:48,115.052002
00:15:49,115.214111
00:15:50,115.437256
