timestamp,signal_mV
00:15:51,115.648193
00:15:52,115.758789
00:15:53,115.672363
00:15:54,115.467285
00:15:55,115.301514
00:15:56,115.247803
00:15:57,115.173096
00:15:58,115.037842
00:15:59,114.931641
00:16:00,114.796875
00:16:01,114.698486
00:16:02,114.568848
00:16:03,114.497314
00:16:04,114.473145
00:16:05,114.494873
00:16:06,114.665527
00:16:07,114.79248
00:16:08,114.840576
00:16:09,114.822266
00:16:10,114.753174
00:16:11,114.662842
00:16:12,114.549805
00:16:13,114.41333
00:16:14,114.294678
00:16:15,114.282227
00:16:16,114.307617
00:16:17,114.324463
00:16:18,114.274658
00:16:19,114.271484
00:16:20,114.138184
00:16:21,114.10498
00:16:22,114.010254
00:16:23,113.858643
00:16:24,113.685059
00:16:25,113.536133
00:16:26,113.384766
00:16:27,113.152344
00:16:28,113.043213
00:16:29,113.078369
00:16:30,113.092285
00:16:31,113.234375
00:16:32,113.255127
00:16:33,113.303711
00:16:34,113.315674
00:16:35,113.345215
00:16:36,113.287109
00:16:37,113.229736
00:16:38,113.183838
00:16:39,113.060303
00:16:40,113.074219
00:16:41,113.112793
00:16:42,113.111084
00:16:43,113.094482
00:16:44,113.015625
00:16:45,112.895996
00:16:46,112.744385
00:16:47,112.587646
00:16:48,112.486572
00:16:49,112.430664
00:16:50,112.376953
00:16:51,112.249023
00:16:52,112.147949
00:16:53,112.073975
00:16:54,112.016846
00:16:55,111.960937
00:16:56,111.900635
00:16:57,111.834473
00:16:58,111.791504
00:16:59,111.726562
00:17:00,111.684814
00:17:01,111.63501
00:17:02,111.540771
00:17:03,111.498047
00:17:04,111.442627
00:17:05,111.269531
00:17:06,111.290039
00:17:07,111.434326
00:17:08,111.603027
00:17:09,111.949219
00:17:10,112.256348
00:17:11,112.449707
00:17:12,112.594971
00:17:13,112.668945
00:17:14,112.695068
00:17:15,112.738281
00:17:16,112.691406
00:17:17,112.620605
00:17:18,112.567383
00:17:19,112.466553
00:17:20,112.39917
00:17:21,112.299072
00:17:22,112.197266
00:17:23,112.112061
00:17:24,112.010254
00:17:25,111.985352
00:17:26,111.969482
00:17:27,112.059814
00:17:28,112.160889
00:17:29,112.17334
00:17:30,112.186768
00:17:31,112.173096
00:17:32,112.116699
00:17:33,112.04126
00:17:34,112.013672
00:17:35,111.98584
00:17:36,111.967041
00:17:37,111.876709
00:17:38,111.830566
00:17:39,111.794678
00:17:40,111.755859
00:17:41,111.657471
00:17:42,111.517822
00:17:43,111.2854
00:17:44,111.13623
00:17:45,111.083252
00:17:46,111.220459
00:17:47,111.290039
00:17:48,111.383545
00:17:49,111.576416
00:17:50,111.657471
00:17:51,111.693359
00:17:52,111.738037
00:17:53,111.763428
00:17:54,111.750732
00:17:55,111.702393
00:17:56,111.83374
00:17:57,111.975586
00:17:58,112.179199
00:17:59,112.345459
00:18:00,112.417725
00:18:01,112.499756
00:18:02,112.536133
00:18:03,112.637939
00:18:04,112.656494
00:18:05,112.747803
00:18:06,112.930176
00:18:07,113.155273
00:18:08,113.398682
00:18:09,113.667969
00:18:10,113.988525
00:18:11,114.182861
00:18:12,114.251465
00:18:13,114.35376
00:18:14,114.616455
00:18:15,114.925781
00:18:16,115.222412
00:18:17,115.737793
00:18:18,116.154297
00:18:19,116.48877
00:18:20,116.777588
00:18:21,116.916992
00:18:22,117.005127
00:18:23,117.024414
00:18:24,116.968506
00:18:25,116.869385
00:18:26,116.763428
00:18:27,116.652832
00:18:28,116.523926
00:18:29,116.499512
00:18:30,116.501709
00:18:31,116.414307
00:18:32,116.321533
00:18:33,116.244141
00:18:34,116.195312
00:18:35,116.148926
00:18:36,116.142822
00:18:37,116.168701
00:18:38,116.213867
00:18:39,116.289795
00:18:40,116.387451
00:18:41,116.591309
00:18:42,116.748047
00:18:43,117.032227
00:18:44,117.114746
00:18:45,117.114258
00:18:46,117.246582
00:18:47,117.341064
00:18:48,117.4375
00:18:49,117.677002
00:18:50,117.973389
00:18:51,118.213623
00:18:52,118.54541
00:18:53,118.838135
00:18:54,119.070557
00:18:55,119.21582
00:18:56,119.32251
00:18:57,119.590332
00:18:58,119.805908
00:18:59,119.891602
00:19:00,119.932861
00:19:01,120.016357
00:19:02,120.117187
00:19:03,120.067139
00:19:04,119.965576
00:19:05,119.847168
00:19:06,119.763428
00:19:07,119.642822
00:19:08,119.658447
00:19:09,119.783447
00:19:10,120.045654
00:19:11,120.216064
00:19:12,120.45166
00:19:13,120.725586
00:19:14,120.812012
00:19:15,120.745361
00:19:16,120.651855
00:19:17,120.460205
00:19:18,120.240723
00:19:19,120.027832
00:19:20,119.884033
00:19:21,119.774902
00:19:22,119.647461
00:19:23,119.538086
00:19:24,119.345947
00:19:25,119.0979
00:19:26,118.877197
00:19:27,118.64209
00:19:28,118.452393
00:19:29,118.330811
00:19:30,118.228516
00:19:31,118.098633
00:19:32,117.97876
00:19:33,117.883545
00:19:34,117.820801
00:19:35,117.80835
00:19:36,117.789307
00:19:37,117.798584
00:19:38,117.806641
00:19:39,117.780029
00:19:40,117.757812
00:19:41,117.726807
00:19:42,117.633057
00:19:43,117.51416
00:19:44,117.465088
00:19:45,117.466797
00:19:46,117.589355
00:19:47,117.767578
00:19:48,117.964111
00:19:49,117.972656
00:19:50,118.035645
00:19:51,118.102539
00:19:52,118.164062
00:19:53,118.196045
00:19:54,118.230957
00:19:55,118.288818
00:19:56,118.376953
00:19:57,118.491211
00:19:58,118.647949
00:19:59,118.752686
00:20:00,118.751465
00:20:01,118.722168
00:20:02,118.734131
00:20:03,118.737305
00:20:04,118.714844
00:20:05,118.70752
00:20:06,118.649414
00:20:07,118.57251
00:20:08,118.516602
00:20:09,118.440186
00:20:10,118.374023
00:20:11,118.315918
00:20:12,118.231201
00:20:13,118.163818
00:20:14,118.062988
00:20:15,117.971924
00:20:16,117.880371
00:20:17,117.773682
00:20:18,117.639648
00:20:19,117.532227
00:20:20,117.355957
00:20:21,117.233643
00:20:22,117.161621
00:20:23,117.091553
00:20:24,117.070801
00:20:25,117.020508
00:20:26,116.927002
00:20:27,116.828369
00:20:28,116.772461
00:20:29,116.676025
00:20:30,116.594482
00:20:31,116.543457
00:20:32,116.455322
00:20:33,116.370117
00:20:34,116.29834
00:20:35,116.182373
00:20:36,116.054932
00:20:37,115.956299
00:20:38,115.849854
00:20:39,115.763916
00:20:40,115.696289
00:20:41,115.506836
00:20:42,115.324219
00:20:43,115.312012
00:20:44,115.325684
00:20:45,115.404785
00:20:46,115.507324
00:20:47,115.627441
00:20:48,115.75
00:20:49,115.896484
00:20:50,115.961426
00:20:51,116.063965
00:20:52,116.290771
00:20:53,116.625244
00:20:54,117.127686
00:20:55,117.60083
00:20:56,118.044434
00:20:57,118.369141
00:20:58,118.606201
00:20:59,118.717773
00:21:00,118.884766
00:21:01,119.068848
00:21:02,119.383301
00:21:03,119.802734
00:21:04,120.218506
00:21:05,120.64502
00:21:06,120.974365
00:21:07,121.270996
00:21:08,121.428711
00:21:09,121.480957
00:21:10,121.520264
